company_num,group_num,seg_num,round_date,raised_usd,postvalue_usd,exit_date,exit_type,exit_value,return_usd
c7e6d20f-50ad-4151-b822-1530b8745265,Tech,Financial Services,2018-04-16,29241.0,321651.0,,4,,
c8178fde-df13-48fa-811c-854b21e81635,Other,Commerce and Shopping,2021-11-16,555000000.0,1000000000.0,,4,,
c82e22cb-e239-4cfd-a2b4-f9d433b699fc,Other,Information Technology,2021-11-17,13000000.0,270000000.0,,4,,
c8743019-5f61-52e8-8e37-54afd581000c,Other,Information Technology,2002-06-13,35000000.0,520000000.0,,4,,
c88236eb-fc8e-0838-6429-f2661895cfb5,Tech,Hardware,2021-02-23,75000000.0,700000000.0,,4,,
c88236eb-fc8e-0838-6429-f2661895cfb5,Tech,Hardware,2021-09-08,200000000.0,2000000000.0,,4,,
c8a37171-179b-0bc8-1a2d-551d87d20cbd,Tech,Artificial Intelligence,2016-05-01,1000000.0,16000000.0,,4,,
c8ad97bf-9a31-474d-7e2f-7052d31c736a,Other,Energy,2017-10-06,2612996.0,10451982.0,,4,,
c8bddc25-35e4-9d16-b00d-a8219360c1e7,Tech,Artificial Intelligence,2021-02-28,170000000.0,1000000000.0,,4,,
c8be4fdd-1cc6-428a-981e-d5ea645cb50d,Tech,Artificial Intelligence,2021-03-10,100000000.0,750000000.0,,4,,
c8e0d681-aba4-0ce5-93a5-1980f2190b14,Tech,Artificial Intelligence,2020-02-12,43000000.0,223000000.0,,4,,
c92e915d-c33c-4e43-9679-3175ed54d781,Tech,Design,2018-11-05,150000.0,5150000.0,,4,,
c9f50640-899a-43fa-9486-efa0419ae864,Tech,Internet Services,2022-01-28,10000000.0,90000000.0,,4,,
ca16ef74-54a6-fa9c-20b9-ccf2595ac35a,Tech,Apps,2021-01-07,200000000.0,1000000000.0,,4,,
ca73c36c-c7ae-4382-a665-2f6a0b0dfe1b,Tech,Government and Military,2020-06-01,1720000.0,11720000.0,,4,,
ca9124d2-fa51-ca13-9f52-866573ee8760,Tech,Data and Analytics,2015-05-11,102000000.0,1102000000.0,,4,,
cb6561d8-8c10-ee5c-6ed5-fbfb2d8f2bd0,Tech,Apps,2021-06-08,90000000.0,600000000.0,,4,,
cb8cd922-052c-1a33-ccd0-5553d4cf50bb,Other,Information Technology,2014-04-24,7500000.0,65000000.0,,4,,
cbcd172e-b2b2-47f5-88ed-bba9037a9c5f,Tech,Financial Services,2021-09-22,2600000.0,45200000.0,,4,,
cc0a25b5-ce68-4827-8973-8419b0b79ea0,Tech,Apps,2019-09-01,2250000.0,31650000.0,,4,,
cc0a7106-af8d-3b36-f732-f211cda8b4a6,Tech,Advertising,2016-04-01,1830000.0,6830000.0,,4,,
cc0e994e-5a85-4f6d-8fec-c319c7dc6731,Tech,Design,2020-06-16,253381.0,1608971.0,,4,,
cc90236b-7d35-a045-6bb6-031adc06ae41,Other,Information Technology,2017-12-01,180000000.0,600000000.0,,4,,
ccb21dc8-e0b9-83fe-9b2a-ed194f124ae2,Tech,Data and Analytics,2021-04-29,112000000.0,700000000.0,,4,,
ccf495df-5b80-4408-99da-025076ec1e68,Tech,Artificial Intelligence,2021-07-27,25000000.0,125000000.0,,4,,
ccfeff67-b2c7-b0c3-650f-3f243e118e7d,Other,Commerce and Shopping,2018-05-31,100000000.0,400000000.0,,4,,
ccfeff67-b2c7-b0c3-650f-3f243e118e7d,Other,Commerce and Shopping,2021-04-15,205000000.0,1340000000.0,,4,,
cd270f48-8fef-48cf-bbf8-95383335f0f0,Tech,Data and Analytics,2018-06-29,409553.0,3709380.0,,4,,
cd270f48-8fef-48cf-bbf8-95383335f0f0,Tech,Data and Analytics,2020-03-06,4740310.0,15981616.0,,4,,
cd4f2764-39e4-dbf3-af29-cd93dfc54fef,Tech,Financial Services,2017-12-29,1640062.0,20390062.0,,4,,
cd8b11c1-7833-be7a-8c50-2053b2416d4b,Tech,Hardware,2019-06-19,130000000.0,1000000000.0,,4,,
cd8b11c1-7833-be7a-8c50-2053b2416d4b,Tech,Hardware,2021-04-19,147000000.0,2000000000.0,,4,,
cd8e3e9d-309c-60a2-2a88-8e4e4e629cc2,Other,Commerce and Shopping,2017-05-16,41000000.0,300000000.0,,4,,
cdbca9bc-43ac-41e2-9a7f-bf3485a73d47,Tech,Hardware,2021-01-14,750000.0,5750000.0,,4,,
ce247ca7-26fd-420d-9191-64f925abd10d,Tech,Apps,2017-09-01,120000.0,1120000.0,,4,,
ce4b5939-dbff-84ce-f236-c8922023af24,Tech,Financial Services,2021-03-01,100000000.0,1300000000.0,,4,,
ce4b5939-dbff-84ce-f236-c8922023af24,Tech,Financial Services,2022-03-08,200000000.0,2600000000.0,,4,,
ceed378b-ebaf-4f66-8bd0-e05f7770adb5,Tech,Advertising,2017-03-31,500000.0,3500000.0,,4,,
ceff4e5b-95c2-839a-3150-c340c4b5bc71,Tech,Data and Analytics,2019-01-03,1000000000.0,1000000000.0,,4,,
cf5f9499-e8c8-3f63-45cc-ba1d7ac16da1,Other,Information Technology,2017-06-20,100000000.0,850000000.0,,4,,
cf5f9499-e8c8-3f63-45cc-ba1d7ac16da1,Other,Information Technology,2019-08-05,200000000.0,1000000000.0,,4,,
cf5f9499-e8c8-3f63-45cc-ba1d7ac16da1,Other,Information Technology,2021-07-14,275000000.0,3100000000.0,,4,,
cf909ca8-1b1b-0f1d-a6c9-e83df329a5d7,Other,Information Technology,2021-12-09,80000000.0,800000000.0,,4,,
cfb2f5b7-99b5-7553-84ca-6c82a90f316e,Other,Information Technology,2015-05-05,250000.0,550000.0,,4,,
cfc49702-0239-8f90-d607-069c15ce58cc,Tech,Consumer Electronics,2021-09-28,765000000.0,1700000000.0,,4,,
d006615e-2f29-e41f-7e27-a9bd09cd1fde,Tech,Consumer Electronics,2017-02-02,1765298.0,7521705.0,,4,,
d04ff54d-17f9-45f2-b794-18c0cd9deed1,Other,Information Technology,2020-04-20,7500000.0,18000000.0,,4,,
d07e8a67-679c-4623-8e6a-0227087e5e1c,Tech,Artificial Intelligence,2021-08-26,6000000.0,50000000.0,,4,,
d096362b-ee2a-4402-ae53-21421407fef3,Tech,Artificial Intelligence,2020-04-20,1629825.0,6519301.0,,4,,
d09fccb0-6a52-4598-b169-737d31b2188f,Tech,Financial Services,2021-09-15,150000000.0,1500000000.0,,4,,
